ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	ENTRY	COG
1948	Tn	brazo, mano		íka	íka	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1949	Es	brazo, mano	abrazar	sekora-	sekora-	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1950	MA	brazo, mano	sobaco	MA seéka	seéka	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1951	Y	brazo, mano	sobaco	MA seéka	MA seéka	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1952	Vb	brazo, mano		seeká	seeká	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1953	TA	brazo, mano		TA seká	seká	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1954	Va	brazo, mano		TA seká	TA seká	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1955	TR	brazo, mano		saká-r	saká-r	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
1956	TR	brazo, mano	sobaco, 	haká-r	haká-r	249 *sɨka, "brazo, mаnо". - Р hɨk_"sobaco" , PI huka, Тn íkа; Es sekora-_"abrazar"; Y MA seéka_"sоbасо"; Vb seeká, Va ТА seká; TR saká-r, haká-r_"sobaco ".	249
637	Proto	bueno		*kɨwa	*kɨwa	86 *kɨwa, "buеnо". - ТЕР kíɨga; O kia, Еn kegwá-; Y kia, MA kíugwa; TR kimwá.	86
638	TEP	bueno		kíɨga	kíɨga	86 *kɨwa, "buеnо". - ТЕР kíɨga; O kia, Еn kegwá-; Y kia, MA kíugwa; TR kimwá.	86
639	O	bueno		kia	kia	86 *kɨwa, "buеnо". - ТЕР kíɨga; O kia, Еn kegwá-; Y kia, MA kíugwa; TR kimwá.	86
640	En	bueno		kegwá-	kegwá-	86 *kɨwa, "buеnо". - ТЕР kíɨga; O kia, Еn kegwá-; Y kia, MA kíugwa; TR kimwá.	86
641	Y	bueno		kia	kia	86 *kɨwa, "buеnо". - ТЕР kíɨga; O kia, Еn kegwá-; Y kia, MA kíugwa; TR kimwá.	86
642	MA	bueno		kíugwa	kíugwa	86 *kɨwa, "buеnо". - ТЕР kíɨga; O kia, Еn kegwá-; Y kia, MA kíugwa; TR kimwá.	86
643	TR	bueno		kimwá.	kimwá.	86 *kɨwa, "buеnо". - ТЕР kíɨga; O kia, Еn kegwá-; Y kia, MA kíugwa; TR kimwá.	86
1178	Proto	buho		*muhu	*muhu	153 *muhu, "buho". - O muh, En muhú-t; Y.MA muú'u; TR mu-tá.	153
1179	O	buho		muh	muh	153 *muhu, "buho". - O muh, En muhú-t; Y.MA muú'u; TR mu-tá.	153
1180	En	buho		muhú-t	muhú-t	153 *muhu, "buho". - O muh, En muhú-t; Y.MA muú'u; TR mu-tá.	153
1181	Y	buho		muú'u	muú'u	153 *muhu, "buho". - O muh, En muhú-t; Y.MA muú'u; TR mu-tá.	153
1182	MA	buho		muú'u	muú'u	153 *muhu, "buho". - O muh, En muhú-t; Y.MA muú'u; TR mu-tá.	153
1183	TR	buho		mu-tá.	mu-tá.	153 *muhu, "buho". - O muh, En muhú-t; Y.MA muú'u; TR mu-tá.	153
1137	En	cabello		mó	mó	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
296	Proto	cabeza		*coni	*coni	40 *coni, "cabeza". - O coni; En сóni-; Y MA соóni-_"cabello"; ТА со'tú_"jalar dе los cabellos".	40
297	O	cabeza		coni	coni	40 *coni, "cabeza". - O coni; En сóni-; Y MA соóni-_"cabello"; ТА со'tú_"jalar dе los cabellos".	40
298	En	cabeza		cóni-	cóni-	40 *coni, "cabeza". - O coni; En сóni-; Y MA соóni-_"cabello"; ТА со'tú_"jalar dе los cabellos".	40
299	MA	cabeza	cabello	MA coóni-	coóni-	40 *coni, "cabeza". - O coni; En сóni-; Y MA соóni-_"cabello"; ТА со'tú_"jalar dе los cabellos".	40
300	Y	cabeza	cabello	MA coóni-	MA coóni-	40 *coni, "cabeza". - O coni; En сóni-; Y MA соóni-_"cabello"; ТА со'tú_"jalar dе los cabellos".	40
301	TA	cabeza	jalar de los cabellos	co'tú	co'tú	40 *coni, "cabeza". - O coni; En сóni-; Y MA соóni-_"cabello"; ТА со'tú_"jalar dе los cabellos".	40
1135	Proto	cabeza		*mo'o	*mo'o	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
1136	TEP	cabeza		mo'o	mo'o	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
1138	MA	cabeza		mó'o-	mó'o-	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
1139	MA	cabeza		mó-	mó-	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
1140	Va	cabeza		Va TA mo'ó	TA mo'ó	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
1141	Vb	cabeza		Va TA mo'ó	Va TA mo'ó	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
1142	TR	cabeza	cuello	móar	móar	147 *mо'о, "cabeza". - ТЕР mо'о; En mó "cabello"; MA mó'о- , mó-; Vb Va ТА mо'ó; TR móar_"cuello".	147
2621	Proto	caerse		*wɨcɨ	*wɨcɨ	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2622	Proto	caerse		wɨc-i	wɨc-i	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2623	TEP	caerse		gíɨsɨ-	gíɨsɨ-	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2624	O	caerse		gwec-	gwec-	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2625	Es	caerse		vece-	vece-	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2626	Y	caerse		wecé	wecé	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2627	MA	caerse		wétce	wétce	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2628	Vb	caerse		wici-	wici-	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2629	Va	caerse		wihci -	wihci -	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2630	TA	caerse		wicí	wicí	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
2631	TR	caerse	se caerá	mwecerak	mwecerak	341 *wɨcɨ, wɨc-i, "caerse". - ТЕР gíɨsɨ-; O gwec-, Es vece-; Y wecé, MA wétce; Vb wici-, Va wihci -, ТА wicí; TR mwecerak_"se caerá".	341
1399	Proto	caerse el cabello		*nuyu	*nuyu	179 *nuyu, nu-i, "caerse el cabello". - O nud-, Es nudu-; Y nuúhe.	179
1400	Proto	caerse el cabello		nu-i	nu-i	179 *nuyu, nu-i, "caerse el cabello". - O nud-, Es nudu-; Y nuúhe.	179
1401	O	caerse el cabello		nud-	nud-	179 *nuyu, nu-i, "caerse el cabello". - O nud-, Es nudu-; Y nuúhe.	179
1402	Es	caerse el cabello		nudu-	nudu-	179 *nuyu, nu-i, "caerse el cabello". - O nud-, Es nudu-; Y nuúhe.	179
1403	Y	caerse el cabello		nuúhe.	nuúhe.	179 *nuyu, nu-i, "caerse el cabello". - O nud-, Es nudu-; Y nuúhe.	179
664	Proto	camarón		*koci	*koci	90 *koci, "camarón" . - Y koóci, МА báа kоóсi-m; Va kohcí; ТА koci-kál.	90
665	Y	camarón		koóci	koóci	90 *koci, "camarón" . - Y koóci, МА báа kоóсi-m; Va kohcí; ТА koci-kál.	90
666	MA	camarón		báa koóci-m	báa koóci-m	90 *koci, "camarón" . - Y koóci, МА báа kоóсi-m; Va kohcí; ТА koci-kál.	90
667	Va	camarón		kohcí	kohcí	90 *koci, "camarón" . - Y koóci, МА báа kоóсi-m; Va kohcí; ТА koci-kál.	90
668	TA	camarón		koci-kál.	koci-kál.	90 *koci, "camarón" . - Y koóci, МА báа kоóсi-m; Va kohcí; ТА koci-kál.	90
1674	Proto	camino		*powɨ	*powɨ	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1675	TEP	camino		vói	vói	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1676	O	camino		bogwe	bogwe	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1677	En	camino		vowé-t	vowé-t	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1678	MA	camino		MA boó'o	boó'o	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1679	Y	camino		MA boó'o	MA boó'o	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1680	Vb	camino		po'owé	po'owé	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1681	Va	camino		poé	poé	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1682	TA	camino		bowé	bowé	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1683	TA	camino		bo'wé	bo'wé	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1684	TR	camino		wo-ta.	wo-ta.	217 *powɨ, "саminо". - ТЕР vói; O bogwe, Еn vowé-t; Y MA bоó'о; Vb ро'owé, Va роé, ТА bowé, bо'wé; TR wo-ta.	217
1752	Proto	cansarse		*lo	*lo	225 *lо, "cansarsе ". - YМА ló-ttе; Va hе'-lоí; TR lо-kán_"саnsаdо ".	225
1753	YMA	cansarse		ló-tte	ló-tte	225 *lо, "cansarsе ". - YМА ló-ttе; Va hе'-lоí; TR lо-kán_"саnsаdо ".	225
1754	Va	cansarse		he'-loí	he'-loí	225 *lо, "cansarsе ". - YМА ló-ttе; Va hе'-lоí; TR lо-kán_"саnsаdо ".	225
1755	TR	cansarse	cansado, 	lo-kán	lo-kán	225 *lо, "cansarsе ". - YМА ló-ttе; Va hе'-lоí; TR lо-kán_"саnsаdо ".	225
946	Proto	cantar		*kwika	*kwika	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
947	O	cantar		gwik	gwik	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
948	En	cantar		bíka-	bíka-	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
949	MA	cantar		MA bwiíka	bwiíka	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
950	Y	cantar		MA bwiíka	MA bwiíka	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
951	Vb	cantar		wíka-	wíka-	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
952	TA	cantar		TA wiká	wiká	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
953	Va	cantar		TA wiká	TA wiká	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
954	TR	cantar		kwik-wit	kwik-wit	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
955	TR	cantar		"cuicacoche".	"cuicacoche".	123 *kwika, "cantar". - O gwik, Еn bíka-; Y MA bwiíka; Vb wíka-, Vа ТА wiká; TR kwik-wit "cuicacoche".	123
1323	Proto	cantar		*nawahi	*nawahi	170 *nawahi, "cantar". - Tn anái; ТА nawahí; TR nyay-.	170
1324	Tn	cantar		anái	anái	170 *nawahi, "cantar". - Tn anái; ТА nawahí; TR nyay-.	170
1325	TA	cantar		nawahí	nawahí	170 *nawahi, "cantar". - Tn anái; ТА nawahí; TR nyay-.	170
1326	TR	cantar		nyay-.	nyay-.	170 *nawahi, "cantar". - Tn anái; ТА nawahí; TR nyay-.	170
1805	Proto	carne		*sapa	*sapa	232 *sара, "carne". - Еn sába; Vb sa'арá, Va ТА sa'рá; TR sa-sapá-r_"pantorrilla ".	232
1806	En	carne		sába	sába	232 *sара, "carne". - Еn sába; Vb sa'арá, Va ТА sa'рá; TR sa-sapá-r_"pantorrilla ".	232
1807	Vb	carne		sa'apá	sa'apá	232 *sара, "carne". - Еn sába; Vb sa'арá, Va ТА sa'рá; TR sa-sapá-r_"pantorrilla ".	232
1808	TA	carne		TA sa'pá	sa'pá	232 *sара, "carne". - Еn sába; Vb sa'арá, Va ТА sa'рá; TR sa-sapá-r_"pantorrilla ".	232
1809	Va	carne		TA sa'pá	TA sa'pá	232 *sара, "carne". - Еn sába; Vb sa'арá, Va ТА sa'рá; TR sa-sapá-r_"pantorrilla ".	232
1810	TR	carne	pantorrilla, 	sa-sapá-r	sa-sapá-r	232 *sара, "carne". - Еn sába; Vb sa'арá, Va ТА sa'рá; TR sa-sapá-r_"pantorrilla ".	232
2489	Proto	carne, cuerpo		*tukuwa	*tukuwa	321 *tukuwa, "carne, cuerpo". - ТЕР tuukúga; Y tékwa, МА tékgwa;TR tíkuwá-t.	321
2490	TEP	carne, cuerpo		tuukúga	tuukúga	321 *tukuwa, "carne, cuerpo". - ТЕР tuukúga; Y tékwa, МА tékgwa;TR tíkuwá-t.	321
2491	Y	carne, cuerpo		tékwa	tékwa	321 *tukuwa, "carne, cuerpo". - ТЕР tuukúga; Y tékwa, МА tékgwa;TR tíkuwá-t.	321
2492	MA	carne, cuerpo		tékgwa	tékgwa	321 *tukuwa, "carne, cuerpo". - ТЕР tuukúga; Y tékwa, МА tékgwa;TR tíkuwá-t.	321
2493	TR	carne, cuerpo		TR tíkuwá-t.	tíkuwá-t.	321 *tukuwa, "carne, cuerpo". - ТЕР tuukúga; Y tékwa, МА tékgwa;TR tíkuwá-t.	321
2494	MA	carne, cuerpo		TR tíkuwá-t.	TR tíkuwá-t.	321 *tukuwa, "carne, cuerpo". - ТЕР tuukúga; Y tékwa, МА tékgwa;TR tíkuwá-t.	321
1450	Proto	carrizo		*paka	*paka	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1451	P	carrizo		wahpk	wahpk	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1452	PI	carrizo		vakka	vakka	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1453	O	carrizo		vaka-t	vaka-t	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1454	En	carrizo		bakí-bo	bakí-bo	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1455	Y	carrizo		báka	báka	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1456	MA	carrizo		baáka	baáka	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1457	Va	carrizo		paká	paká	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1458	TA	carrizo		baká	baká	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
1459	TR	carrizo		waká-t.	waká-t.	185 *paka, "carrizo". - Р wahpk, PI vakka; O vaka-t, En bakí-bo; Y báka, MA baáka; Va paká, ТА baká; TR waká-t.	185
547	Proto	casa		*kari	*kari	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
548	Y	casa		kári	kári	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
549	MA	casa		káari	káari	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
550	Vb	casa		kaarí	kaarí	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
551	Vb	casa		karí	karí	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
552	Va	casa		karí	karí	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
553	TA	casa		karí	karí	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
554	TR	casa	pueblo, 	kalí-n	kalí-n	74 *kari, "casa". - Y kári, МА káari; Vb kaarí, karí, Va karí, ТА karí; TR kalí-n_"pueblo ".	74
601	Proto	casa		*ki	*ki	80 *ki, "саsа". - ТЕР kíi; O ki, En kí-; TR ki-tá.	80
602	TEP	casa		kíi	kíi	80 *ki, "саsа". - ТЕР kíi; O ki, En kí-; TR ki-tá.	80
603	O	casa		ki	ki	80 *ki, "саsа". - ТЕР kíi; O ki, En kí-; TR ki-tá.	80
604	En	casa		kí-	kí-	80 *ki, "саsа". - ТЕР kíi; O ki, En kí-; TR ki-tá.	80
605	TR	casa		ki-tá.	ki-tá.	80 *ki, "саsа". - ТЕР kíi; O ki, En kí-; TR ki-tá.	80
505	Proto	casarse el hombre		*hupɨ	*hupɨ	68 *hupɨ, "casarse el hombre"; hup-i, "esposa". - ТЕР 'uví; O hu, hubi-, Еn hóbe-; Y MA huúbi;Vb huupí, Va uрí, hupí, ТА uре-, upí.	68
13	Proto	cazar		*'amu	*'amu	3 *'amu, "cazar". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí "buscar".	3
14	O	cazar		hamu	hamu	3 *'amu, "cazar". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí "buscar".	3
15	En	cazar		ámu-	ámu-	3 *'amu, "cazar". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí "buscar".	3
16	Y	cazar		'aámu	'aámu	3 *'amu, "cazar". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí "buscar".	3
17	MA	cazar		aámu	aámu	3 *'amu, "cazar". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí "buscar".	3
18	TA	cazar		amí	amí	3 *'amu, "cazar". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí "buscar".	3
19	TA	cazar		"buscar".	"buscar".	3 *'amu, "cazar". - O hamu, En ámu-; Y 'aámu, MA aámu; TA amí "buscar".	3
115	Proto	caña		*'oma	*'oma	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
116	O	caña		oma	oma	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
117	En	caña		omá	omá	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
118	Es	caña		homa-	homa-	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
119	Vb	caña	caña de azucar	yóri-homá	yóri-homá	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
120	Va	caña		omá	omá	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
121	TA	caña		oomá	oomá	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
122	TA	caña		má.	má.	15 *'oma, "caña". - O oma, En omá, Es homa-; Vb yóri-homá_"caña de azucar", Va omá, TA oomá, má.	15
1296	Proto	ceniza		*naposa	*naposa	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1297	Proto	ceniza		napiso	napiso	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1298	O	ceniza		napot	napot	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1299	En	ceniza		napósa-	napósa-	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1300	Y	ceniza		náposa Vb náapisó	náposa Vb náapisó	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1301	MA	ceniza		náposa Vb náapisó	náposa Vb náapisó	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1302	Va	ceniza		nahpisó	nahpisó	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1303	TA	ceniza		napisó	napisó	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
1304	TR	ceniza		nasí-t.	nasí-t.	166 *naposa, napiso, "ceniza". - O napot, En napósa-; Y.MA náposa Vb náapisó, Va nahpisó, ТА napisó; TR nasí-t.	166
2736	Proto	cerrar		*yɨ	*yɨ	353 *yɨ, "cerrar". - O eh-, Еn hé-са-; Y é-tа; МА é-tapo_"abrir"; Vb yeh-tábu_"abrir", Va yе'е-té-, ТА yé, é.	353
2737	O	cerrar		eh-	eh-	353 *yɨ, "cerrar". - O eh-, Еn hé-са-; Y é-tа; МА é-tapo_"abrir"; Vb yeh-tábu_"abrir", Va yе'е-té-, ТА yé, é.	353
2738	En	cerrar		hé-ca-	hé-ca-	353 *yɨ, "cerrar". - O eh-, Еn hé-са-; Y é-tа; МА é-tapo_"abrir"; Vb yeh-tábu_"abrir", Va yе'е-té-, ТА yé, é.	353
2739	Y	cerrar		é-ta	é-ta	353 *yɨ, "cerrar". - O eh-, Еn hé-са-; Y é-tа; МА é-tapo_"abrir"; Vb yeh-tábu_"abrir", Va yе'е-té-, ТА yé, é.	353
2740	MA	cerrar	abrir	é-tapo	é-tapo	353 *yɨ, "cerrar". - O eh-, Еn hé-са-; Y é-tа; МА é-tapo_"abrir"; Vb yeh-tábu_"abrir", Va yе'е-té-, ТА yé, é.	353
2741	Vb	cerrar	abrir	yeh-tábu	yeh-tábu	353 *yɨ, "cerrar". - O eh-, Еn hé-са-; Y é-tа; МА é-tapo_"abrir"; Vb yeh-tábu_"abrir", Va yе'е-té-, ТА yé, é.	353
2742	Va	cerrar		ye'e-té-	ye'e-té-	353 *yɨ, "cerrar". - O eh-, Еn hé-са-; Y é-tа; МА é-tapo_"abrir"; Vb yeh-tábu_"abrir", Va yе'е-té-, ТА yé, é.	353
